number,value,datetime_start,datetime_complete,duration,params_feature_fraction,params_learning_rate,params_max_depth,params_n_estimators,params_num_leaves,state
124,37.01192686249704,2026-03-15 11:53:06.316120,2026-03-15 11:53:10.974148,0 days 00:00:04.658028,0.7762937923675632,0.0017223461532255855,5,1000,39,COMPLETE
125,29.53665799137615,2026-03-15 11:53:10.976153,2026-03-15 11:53:14.298354,0 days 00:00:03.322201,0.5827830709315893,0.08571608516642336,6,900,34,COMPLETE
126,29.597879286962797,2026-03-15 11:53:14.298354,2026-03-15 11:53:18.723492,0 days 00:00:04.425138,0.7346145775808566,0.06605036911902125,7,1000,37,COMPLETE
127,30.028299056115657,2026-03-15 11:53:18.723492,2026-03-15 11:53:21.655675,0 days 00:00:02.932183,0.5543256418782021,0.11913540098745024,5,1000,44,COMPLETE
128,29.82303249752052,2026-03-15 11:53:21.655675,2026-03-15 11:53:24.279795,0 days 00:00:02.624120,0.5940529254484658,0.09339897330063471,6,900,18,COMPLETE
129,29.53032528218547,2026-03-15 11:53:24.279795,2026-03-15 11:53:28.266317,0 days 00:00:03.986522,0.7878491404398159,0.05242604256840558,6,1000,41,COMPLETE
130,29.46770262349246,2026-03-15 11:53:28.268322,2026-03-15 11:53:31.053571,0 days 00:00:02.785249,0.6292107792331044,0.07933449852055173,5,900,38,COMPLETE
131,29.533937095303862,2026-03-15 11:53:31.054567,2026-03-15 11:53:33.866535,0 days 00:00:02.811968,0.6294543415590779,0.07558689366812577,5,900,38,COMPLETE
132,29.798321313389756,2026-03-15 11:53:33.866535,2026-03-15 11:53:36.554663,0 days 00:00:02.688128,0.5645317045765478,0.08249521383133056,5,900,42,COMPLETE
133,29.67462423683337,2026-03-15 11:53:36.555664,2026-03-15 11:53:39.532594,0 days 00:00:02.976930,0.6068220353739567,0.09754777026548031,5,1000,39,COMPLETE
134,29.466166364556905,2026-03-15 11:53:39.532594,2026-03-15 11:53:43.002313,0 days 00:00:03.469719,0.6426234598880186,0.06544760529782777,6,900,36,COMPLETE
135,29.760173457913822,2026-03-15 11:53:43.002313,2026-03-15 11:53:45.509954,0 days 00:00:02.507641,0.6399438237325282,0.06714479643244446,5,800,33,COMPLETE
136,29.61079221518805,2026-03-15 11:53:45.511958,2026-03-15 11:53:48.653178,0 days 00:00:03.141220,0.6566495348180179,0.057650477992290165,6,800,36,COMPLETE
137,31.55704066305692,2026-03-15 11:53:48.655186,2026-03-15 11:53:51.049236,0 days 00:00:02.394050,0.6244364922079682,0.02044592593294785,4,900,46,COMPLETE
138,29.690714147689505,2026-03-15 11:53:51.049236,2026-03-15 11:53:53.835102,0 days 00:00:02.785866,0.6707179743659103,0.0746862922572667,5,900,35,COMPLETE
139,30.097205686348342,2026-03-15 11:53:53.835102,2026-03-15 11:53:57.150820,0 days 00:00:03.315718,0.6501740690290748,0.049103253488129064,6,900,29,COMPLETE
140,29.74389769861703,2026-03-15 11:53:57.152831,2026-03-15 11:54:01.119725,0 days 00:00:03.966894,0.6325959744483628,0.06257329066328035,7,900,40,COMPLETE
141,29.874121414609277,2026-03-15 11:54:01.119725,2026-03-15 11:54:04.940883,0 days 00:00:03.821158,0.6879588765706052,0.08798552875207837,6,1000,37,COMPLETE
142,29.997416220603576,2026-03-15 11:54:04.940883,2026-03-15 11:54:09.562241,0 days 00:00:04.621358,0.709461481965364,0.10709769232602284,6,1000,45,COMPLETE
143,29.616251742900538,2026-03-15 11:54:09.562241,2026-03-15 11:54:11.510988,0 days 00:00:01.948747,0.6177921022108204,0.13116478926181813,6,500,43,COMPLETE
144,29.623086496002394,2026-03-15 11:54:11.510988,2026-03-15 11:54:15.365246,0 days 00:00:03.854258,0.6629198214568525,0.07553818072187748,6,1000,40,COMPLETE
145,29.896402162769185,2026-03-15 11:54:15.365246,2026-03-15 11:54:19.077247,0 days 00:00:03.712001,0.5726794869966473,0.08496764117445317,6,1000,38,COMPLETE
146,29.543209355890816,2026-03-15 11:54:19.078247,2026-03-15 11:54:22.080829,0 days 00:00:03.002582,0.595561607431674,0.0978077471277362,5,1000,42,COMPLETE
147,29.544131478984923,2026-03-15 11:54:22.080829,2026-03-15 11:54:25.932046,0 days 00:00:03.851217,0.642466790528585,0.1152780078715956,6,1000,47,COMPLETE
148,29.590147895823748,2026-03-15 11:54:25.933046,2026-03-15 11:54:28.668661,0 days 00:00:02.735615,0.6109581293034785,0.06459818740554758,5,900,36,COMPLETE
149,29.5345903695748,2026-03-15 11:54:28.668661,2026-03-15 11:54:32.597879,0 days 00:00:03.929218,0.6959358871622281,0.07109770757939828,6,1000,44,COMPLETE
150,29.608773777155257,2026-03-15 11:54:32.599625,2026-03-15 11:54:36.033375,0 days 00:00:03.433750,0.6825776772159581,0.1492572658774597,6,900,39,COMPLETE
151,29.630292878230726,2026-03-15 11:54:36.033375,2026-03-15 11:54:40.014607,0 days 00:00:03.981232,0.6724522103244962,0.057026207932910765,6,1000,41,COMPLETE
152,29.58327418994214,2026-03-15 11:54:40.014607,2026-03-15 11:54:43.836885,0 days 00:00:03.822278,0.6674090494651403,0.08254893378649046,6,1000,42,COMPLETE
153,29.91978661675113,2026-03-15 11:54:43.836885,2026-03-15 11:54:47.758096,0 days 00:00:03.921211,0.6483975251266633,0.043447221346603844,6,1000,43,COMPLETE
154,29.646457774814316,2026-03-15 11:54:47.758096,2026-03-15 11:54:51.507221,0 days 00:00:03.749125,0.5809028111073871,0.09202145306054214,6,1000,49,COMPLETE
155,33.19734010203884,2026-03-15 11:54:51.507221,2026-03-15 11:54:51.982147,0 days 00:00:00.474926,0.7004915594732157,0.0376774341051763,5,100,38,COMPLETE
156,29.7092831884308,2026-03-15 11:54:51.982147,2026-03-15 11:54:55.749038,0 days 00:00:03.766891,0.6243662846508564,0.061162369632591064,6,1000,41,COMPLETE
157,29.449845938919218,2026-03-15 11:54:55.749038,2026-03-15 11:54:58.807262,0 days 00:00:03.058224,0.6603940680781841,0.10564980387313525,5,1000,37,COMPLETE
158,29.619458652890877,2026-03-15 11:54:58.807262,2026-03-15 11:55:01.576856,0 days 00:00:02.769594,0.638417908043308,0.10582199803571851,5,900,35,COMPLETE
159,29.5129963209048,2026-03-15 11:55:01.576856,2026-03-15 11:55:04.494160,0 days 00:00:02.917304,0.6016370145668007,0.12398427848648681,5,1000,35,COMPLETE
160,29.284338417604552,2026-03-15 11:55:04.496171,2026-03-15 11:55:07.591745,0 days 00:00:03.095574,0.6553576490383664,0.09683832223071821,5,1000,39,COMPLETE
161,29.596982202668208,2026-03-15 11:55:07.591745,2026-03-15 11:55:10.660202,0 days 00:00:03.068457,0.654188626370319,0.09870473844048924,5,1000,37,COMPLETE
162,29.31583293115947,2026-03-15 11:55:10.662206,2026-03-15 11:55:13.749768,0 days 00:00:03.087562,0.6301156074874745,0.08163430241133622,5,1000,39,COMPLETE
163,29.917743169335893,2026-03-15 11:55:13.749768,2026-03-15 11:55:16.821374,0 days 00:00:03.071606,0.6612168958839509,0.07697869742308926,5,1000,39,COMPLETE
164,29.639041108796523,2026-03-15 11:55:16.821374,2026-03-15 11:55:19.906726,0 days 00:00:03.085352,0.6359162344529204,0.08355813739975329,5,1000,40,COMPLETE
165,30.21364644163221,2026-03-15 11:55:19.908730,2026-03-15 11:55:22.940123,0 days 00:00:03.031393,0.628784560896036,0.11140169645827608,5,1000,37,COMPLETE
166,29.85378919958839,2026-03-15 11:55:22.942130,2026-03-15 11:55:25.666754,0 days 00:00:02.724624,0.614571421261031,0.06951197466897738,5,900,45,COMPLETE
167,29.845367796426387,2026-03-15 11:55:25.666754,2026-03-15 11:55:28.012933,0 days 00:00:02.346179,0.6459786223574343,0.09036129090594726,4,1000,39,COMPLETE
168,29.71907590887421,2026-03-15 11:55:28.014938,2026-03-15 11:55:31.146689,0 days 00:00:03.131751,0.6787921756382684,0.07864643401955076,5,1000,51,COMPLETE
169,30.62590978304788,2026-03-15 11:55:31.146689,2026-03-15 11:55:33.864239,0 days 00:00:02.717550,0.5849652830085128,0.026803373398520947,5,900,36,COMPLETE
170,29.66151077338329,2026-03-15 11:55:33.864239,2026-03-15 11:55:36.881080,0 days 00:00:03.016841,0.6565588867096274,0.1063795694795121,5,1000,24,COMPLETE
171,29.43322224777352,2026-03-15 11:55:36.881080,2026-03-15 11:55:39.877553,0 days 00:00:02.996473,0.6217100670319358,0.0925539038445439,5,1000,38,COMPLETE
172,29.699791149387824,2026-03-15 11:55:39.879304,2026-03-15 11:55:42.881379,0 days 00:00:03.002075,0.6076837823451682,0.08892581442169525,5,1000,38,COMPLETE
173,29.692844386464337,2026-03-15 11:55:42.881379,2026-03-15 11:55:45.899494,0 days 00:00:03.018115,0.6206803708019657,0.06918610213251238,5,1000,34,COMPLETE
174,29.90048973309872,2026-03-15 11:55:45.899494,2026-03-15 11:55:48.975674,0 days 00:00:03.076180,0.638484464887109,0.12006306870892441,5,1000,37,COMPLETE
175,29.96148876543067,2026-03-15 11:55:48.975674,2026-03-15 11:55:51.264266,0 days 00:00:02.288592,0.5970523775815167,0.07938313135278599,4,1000,40,COMPLETE
176,29.41423222658137,2026-03-15 11:55:51.265265,2026-03-15 11:55:54.058989,0 days 00:00:02.793724,0.6299987675167096,0.09643354953547101,5,900,39,COMPLETE
177,29.519368918724734,2026-03-15 11:55:54.058989,2026-03-15 11:55:57.163038,0 days 00:00:03.104049,0.6296437896252425,0.09839754443029382,5,1000,39,COMPLETE
178,29.79061953365233,2026-03-15 11:55:57.163038,2026-03-15 11:55:59.931237,0 days 00:00:02.768199,0.6405459473513307,0.09031639779721133,5,900,38,COMPLETE
179,29.655156114038288,2026-03-15 11:55:59.932983,2026-03-15 11:56:02.981769,0 days 00:00:03.048786,0.650723228970232,0.12879225332503158,5,1000,41,COMPLETE
180,29.706660997807326,2026-03-15 11:56:02.981769,2026-03-15 11:56:05.950804,0 days 00:00:02.969035,0.6194090534968221,0.11296321357609691,5,1000,36,COMPLETE
181,29.797604125569638,2026-03-15 11:56:05.952550,2026-03-15 11:56:08.704884,0 days 00:00:02.752334,0.6060042481074017,0.07366264370103875,5,900,44,COMPLETE
182,29.71521873408243,2026-03-15 11:56:08.704884,2026-03-15 11:56:11.202827,0 days 00:00:02.497943,0.6647667327129729,0.08702454327228434,5,800,40,COMPLETE
183,29.754841245569878,2026-03-15 11:56:11.204834,2026-03-15 11:56:13.959214,0 days 00:00:02.754380,0.6310829377915667,0.1058017231118929,5,900,37,COMPLETE
184,29.78120636569826,2026-03-15 11:56:13.959214,2026-03-15 11:56:16.773589,0 days 00:00:02.814375,0.6455954868186543,0.06511255925700701,5,900,39,COMPLETE
185,29.813040223154378,2026-03-15 11:56:16.773589,2026-03-15 11:56:20.147223,0 days 00:00:03.373634,0.5710535330658165,0.09585051519216331,6,900,42,COMPLETE
186,29.67111803049216,2026-03-15 11:56:20.147223,2026-03-15 11:56:22.550334,0 days 00:00:02.403111,0.5912581704883307,0.07998964720937259,5,800,38,COMPLETE
187,29.929143687509935,2026-03-15 11:56:22.551336,2026-03-15 11:56:26.446517,0 days 00:00:03.895181,0.6222852430354343,0.054148504311081355,6,1000,47,COMPLETE
188,29.73193368808064,2026-03-15 11:56:26.446517,2026-03-15 11:56:29.575655,0 days 00:00:03.129138,0.6844431407646936,0.07095865763906559,5,1000,41,COMPLETE
189,29.440909310009335,2026-03-15 11:56:29.575655,2026-03-15 11:56:33.449593,0 days 00:00:03.873938,0.6733448082771555,0.08456662406775461,6,1000,43,COMPLETE
190,29.580234530547482,2026-03-15 11:56:33.449593,2026-03-15 11:56:37.428175,0 days 00:00:03.978582,0.6747777834653876,0.08595998327549448,6,1000,39,COMPLETE
191,29.703687037399675,2026-03-15 11:56:37.428175,2026-03-15 11:56:41.321580,0 days 00:00:03.893405,0.6568603838198004,0.09952872935112009,6,1000,43,COMPLETE
192,29.645688097746564,2026-03-15 11:56:41.321580,2026-03-15 11:56:45.248324,0 days 00:00:03.926744,0.6923891406499909,0.07692140085508029,6,1000,45,COMPLETE
193,29.40701038946786,2026-03-15 11:56:45.248324,2026-03-15 11:56:49.941775,0 days 00:00:04.693451,0.6330016818704043,0.0896517782310596,6,1000,42,COMPLETE
194,29.55163381307542,2026-03-15 11:56:49.941775,2026-03-15 11:56:54.284381,0 days 00:00:04.342606,0.6362125771556904,0.09138944936851748,6,1000,41,COMPLETE
195,31.791693738615002,2026-03-15 11:56:54.284381,2026-03-15 11:56:57.625964,0 days 00:00:03.341583,0.6499818193881857,0.010375308410805204,5,1000,42,COMPLETE
196,29.719903803066472,2026-03-15 11:56:57.626966,2026-03-15 11:57:01.622193,0 days 00:00:03.995227,0.6707064283429424,0.11326895908536735,6,1000,40,COMPLETE
197,29.882576674894985,2026-03-15 11:57:01.622193,2026-03-15 11:57:04.698607,0 days 00:00:03.076414,0.6625799379522201,0.1398808573340573,5,1000,38,COMPLETE
198,29.526354058219635,2026-03-15 11:57:04.698607,2026-03-15 11:57:08.552664,0 days 00:00:03.854057,0.6270325448590732,0.10227059925065217,6,1000,43,COMPLETE
199,29.564430790686135,2026-03-15 11:57:08.553675,2026-03-15 11:57:11.595420,0 days 00:00:03.041745,0.6140446257914591,0.08503401962761113,5,1000,36,COMPLETE
200,30.882545014091768,2026-03-15 11:57:11.595420,2026-03-15 11:57:15.734752,0 days 00:00:04.139332,0.6448946915192337,0.015432499781788137,6,1000,46,COMPLETE
201,29.876251682426147,2026-03-15 11:57:15.734752,2026-03-15 11:57:19.284207,0 days 00:00:03.549455,0.6338775739009929,0.06990276149113207,6,900,44,COMPLETE
202,29.529818654901796,2026-03-15 11:57:19.284207,2026-03-15 11:57:23.091663,0 days 00:00:03.807456,0.6021496379761525,0.08304361728583584,6,1000,44,COMPLETE
203,30.078273677881327,2026-03-15 11:57:23.091663,2026-03-15 11:57:27.933334,0 days 00:00:04.841671,0.5618863397009332,0.09450505167800373,10,900,42,COMPLETE
204,29.710762616068518,2026-03-15 11:57:27.935339,2026-03-15 11:57:31.722547,0 days 00:00:03.787208,0.5814432731217644,0.07415605719700656,6,1000,40,COMPLETE
205,29.550317954306752,2026-03-15 11:57:31.724553,2026-03-15 11:57:36.023157,0 days 00:00:04.298604,0.7126331607265051,0.06342522372326309,6,1000,37,COMPLETE
206,29.740182196827863,2026-03-15 11:57:36.023157,2026-03-15 11:57:40.801932,0 days 00:00:04.778775,0.6194240832990455,0.10344682118008768,6,1000,39,COMPLETE
207,29.662466295957557,2026-03-15 11:57:40.801932,2026-03-15 11:57:43.627170,0 days 00:00:02.825238,0.7023360348810589,0.08045585991355739,5,900,44,COMPLETE
208,29.719511237512073,2026-03-15 11:57:43.627170,2026-03-15 11:57:47.484547,0 days 00:00:03.857377,0.6570594159895005,0.09114165714628737,6,1000,50,COMPLETE
209,30.16820465429912,2026-03-15 11:57:47.484547,2026-03-15 11:57:50.340009,0 days 00:00:02.855462,0.6339097627039473,0.11917874864802706,5,900,41,COMPLETE
210,29.443788087918062,2026-03-15 11:57:50.342014,2026-03-15 11:57:54.281335,0 days 00:00:03.939321,0.6785007784010245,0.06019097651181098,6,1000,40,COMPLETE
211,29.692860627293953,2026-03-15 11:57:54.281335,2026-03-15 11:57:58.195107,0 days 00:00:03.913772,0.6778806427364469,0.05899159621534136,6,1000,40,COMPLETE
212,29.83255597265968,2026-03-15 11:57:58.197112,2026-03-15 11:58:02.113609,0 days 00:00:03.916497,0.6664810851626611,0.06754361191130133,6,1000,43,COMPLETE
213,29.231760255613032,2026-03-15 11:58:02.113609,2026-03-15 11:58:06.045711,0 days 00:00:03.932102,0.6835416565985993,0.07691260556745455,6,1000,48,COMPLETE
214,29.273378725261164,2026-03-15 11:58:06.045711,2026-03-15 11:58:10.003744,0 days 00:00:03.958033,0.6885462682372817,0.080290587474383,6,1000,50,COMPLETE
215,29.438675997410144,2026-03-15 11:58:10.003744,2026-03-15 11:58:13.967162,0 days 00:00:03.963418,0.6874039870625631,0.09168753178367807,6,1000,49,COMPLETE
216,29.408535934534818,2026-03-15 11:58:13.967162,2026-03-15 11:58:18.558154,0 days 00:00:04.590992,0.6893883508909656,0.0949549710075271,7,1000,51,COMPLETE
217,29.80025117124315,2026-03-15 11:58:18.559154,2026-03-15 11:58:23.148436,0 days 00:00:04.589282,0.6875058662350242,0.10319346784156688,7,1000,51,COMPLETE
218,29.536007440473497,2026-03-15 11:58:23.148436,2026-03-15 11:58:27.653828,0 days 00:00:04.505392,0.6953513985506932,0.09407399921257521,7,1000,49,COMPLETE
219,29.79525681207692,2026-03-15 11:58:27.655833,2026-03-15 11:58:32.239123,0 days 00:00:04.583290,0.7056194787796934,0.11435813486281343,7,1000,51,COMPLETE
220,30.01744770805787,2026-03-15 11:58:32.239123,2026-03-15 11:58:37.310891,0 days 00:00:05.071768,0.691025552852365,0.08837623951178523,8,1000,53,COMPLETE
221,29.652169615376415,2026-03-15 11:58:37.310891,2026-03-15 11:58:41.667930,0 days 00:00:04.357039,0.6830369537210692,0.080965543082989,6,1000,48,COMPLETE
222,29.779634437717426,2026-03-15 11:58:41.667930,2026-03-15 11:58:45.606128,0 days 00:00:03.938198,0.6769911582804936,0.09230840707559534,6,1000,48,COMPLETE
223,29.631134195051846,2026-03-15 11:58:45.606128,2026-03-15 11:58:50.313566,0 days 00:00:04.707438,0.7011914934494768,0.10369154468995988,6,1000,52,COMPLETE
224,29.5620708734025,2026-03-15 11:58:50.313566,2026-03-15 11:58:54.496733,0 days 00:00:04.183167,0.7196750466986183,0.07533588987106848,6,1000,50,COMPLETE
225,29.639322764484984,2026-03-15 11:58:54.496733,2026-03-15 11:58:58.434943,0 days 00:00:03.938210,0.6913230768446639,0.0976375026117324,6,1000,49,COMPLETE
226,29.511842386463393,2026-03-15 11:58:58.434943,2026-03-15 11:59:02.400954,0 days 00:00:03.966011,0.6810158886811738,0.08287463413490975,6,1000,50,COMPLETE
227,29.41311990573741,2026-03-15 11:59:02.402958,2026-03-15 11:59:06.266573,0 days 00:00:03.863615,0.6703199804595424,0.08747625328132491,6,1000,48,COMPLETE
228,29.909468795179897,2026-03-15 11:59:06.266573,2026-03-15 11:59:10.212901,0 days 00:00:03.946328,0.6729990189853458,0.12798446006131273,6,1000,48,COMPLETE
229,29.70969634747492,2026-03-15 11:59:10.212901,2026-03-15 11:59:14.124271,0 days 00:00:03.911370,0.6843156960892819,0.10374882929443698,6,1000,50,COMPLETE
230,29.298916540597713,2026-03-15 11:59:14.124271,2026-03-15 11:59:18.838132,0 days 00:00:04.713861,0.6678326757470667,0.07512152699905052,7,1000,52,COMPLETE
231,29.901315816470166,2026-03-15 11:59:18.838132,2026-03-15 11:59:23.461361,0 days 00:00:04.623229,0.6691877416641869,0.07384904451367852,7,1000,53,COMPLETE
232,29.370813969038778,2026-03-15 11:59:23.463368,2026-03-15 11:59:28.067331,0 days 00:00:04.603963,0.6963240335322268,0.09140324029322262,7,1000,55,COMPLETE
233,29.717553716993024,2026-03-15 11:59:28.068334,2026-03-15 11:59:32.712921,0 days 00:00:04.644587,0.7131887807770138,0.08429692003844753,7,1000,55,COMPLETE
234,32.15228871620316,2026-03-15 11:59:32.712921,2026-03-15 11:59:40.056948,0 days 00:00:07.344027,0.6923179108046806,0.003623310790111817,7,1000,52,COMPLETE
235,29.518989078634377,2026-03-15 11:59:40.057950,2026-03-15 11:59:44.612805,0 days 00:00:04.554855,0.7027409769051537,0.09058585860533401,7,1000,50,COMPLETE
236,29.718836739064432,2026-03-15 11:59:44.612805,2026-03-15 11:59:49.348422,0 days 00:00:04.735617,0.6819184005807204,0.07509468259014924,7,1000,58,COMPLETE
237,29.737155107610363,2026-03-15 11:59:49.348422,2026-03-15 11:59:54.015458,0 days 00:00:04.667036,0.6708335237510633,0.07098731881135624,7,1000,55,COMPLETE
238,29.63475082220333,2026-03-15 11:59:54.015458,2026-03-15 11:59:58.546951,0 days 00:00:04.531493,0.6944016393090202,0.08707945365262991,7,1000,49,COMPLETE
239,29.547187565513166,2026-03-15 11:59:58.546951,2026-03-15 12:00:03.300746,0 days 00:00:04.753795,0.6863428122001977,0.06222358082736534,7,1000,56,COMPLETE
240,29.715232806440383,2026-03-15 12:00:03.300746,2026-03-15 12:00:08.184146,0 days 00:00:04.883400,0.6751608034458731,0.07922301242181086,7,1000,54,COMPLETE
241,29.399791919927328,2026-03-15 12:00:08.184146,2026-03-15 12:00:12.110378,0 days 00:00:03.926232,0.6592887810302172,0.09626894219076554,6,1000,51,COMPLETE
242,29.283717970333498,2026-03-15 12:00:12.110378,2026-03-15 12:00:16.020356,0 days 00:00:03.909978,0.658136364606312,0.09347835503462859,6,1000,52,COMPLETE
243,29.304692652144166,2026-03-15 12:00:16.022361,2026-03-15 12:00:20.011952,0 days 00:00:03.989591,0.6605436841474628,0.09480606301345301,6,1000,51,COMPLETE
244,29.570014051480975,2026-03-15 12:00:20.013957,2026-03-15 12:00:23.929909,0 days 00:00:03.915952,0.6576323884110138,0.09195360292993052,6,1000,51,COMPLETE
245,29.44065930196811,2026-03-15 12:00:23.929909,2026-03-15 12:00:27.878995,0 days 00:00:03.949086,0.6476023826880435,0.11026636076500412,6,1000,52,COMPLETE
246,29.51568929223968,2026-03-15 12:00:27.878995,2026-03-15 12:00:31.787346,0 days 00:00:03.908351,0.6617252248003896,0.09834615569054557,6,1000,51,COMPLETE
247,29.269870193296594,2026-03-15 12:00:31.789350,2026-03-15 12:00:35.684398,0 days 00:00:03.895048,0.6478379207079389,0.09423636546252118,6,1000,54,COMPLETE
248,29.371433929828378,2026-03-15 12:00:35.684398,2026-03-15 12:00:39.587859,0 days 00:00:03.903461,0.6507301727825343,0.09952025305750306,6,1000,54,COMPLETE
249,29.407690904658047,2026-03-15 12:00:39.589873,2026-03-15 12:00:43.475925,0 days 00:00:03.886052,0.6513277309420363,0.1158065776988153,6,1000,53,COMPLETE
